locus	cds_index	gene	product	length_aa
KL734_SAMEA61076	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	468
KL734_SAMEA61076	5	gmm	GDP-mannose mannosyl hydrolase	151
KL734_SAMEA61076	6	fcl	GDP-fucose synthetase	320
KL734_SAMEA61076	7	gmd	GDP-D-mannose dehydratase	372
KL734_SAMEA61076	8	?	hypothetical protein	282
KL734_SAMEA61076	9	?	hypothetical protein	251
KL734_SAMEA61076	10	?	hypothetical protein	394
KL734_SAMEA61076	11	?	hypothetical protein	418
KL734_SAMEA61076	12	?	hypothetical protein	788
KL734_SAMEA61076	13	wzx_KL101	flippase	457
KL734_SAMEA61076	14	galF	UDP-glucose pyrophosphorylase	297
KL734_SAMEA61076	15	?	hypothetical protein	91
KL735_SAMN031981	0	ugd1	UDP-glucose 6-dehydrogenase	91
KL735_SAMN031981	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL735_SAMN031981	2	manB	phosphomannomutase	456
KL735_SAMN031981	3	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	475
KL735_SAMN031981	4	?	hypothetical protein	369
KL735_SAMN031981	5	gtr504	group 1 glycosyl transferase	351
KL735_SAMN031981	6	?	hypothetical protein	424
KL735_SAMN031981	7	?	hypothetical protein	298
KL735_SAMN031981	8	?	hypothetical protein	485
KL735_SAMN031981	9	?	hypothetical protein	274
KL735_SAMN031981	10	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	186
KL735_SAMN031981	11	rmlA	Glucose-1-phosphate thymidylyltransferase 2	291
KL735_SAMN031981	12	rmlB	dTDP-glucose 4,6-dehydratase 2	360
KL735_SAMN031981	13	atr30	hypothetical protein	194
KL735_SAMN031981	14	atr25	Maltose O-acetyltransferase	197
KL735_SAMN031981	15	galF	UDP-glucose pyrophosphorylase	297
KL735_SAMN031981	16	?	hypothetical protein	105
KL736_SAMEA10300	0	ugd1	UDP-glucose 6-dehydrogenase	82
KL736_SAMEA10300	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL736_SAMEA10300	2	?	hypothetical protein	337
KL736_SAMEA10300	3	?	hypothetical protein	372
KL736_SAMEA10300	4	gtr365	N-acetylgalactosamine-N, N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase	368
KL736_SAMEA10300	5	?	hypothetical protein	359
KL736_SAMEA10300	6	?	hypothetical protein	386
KL736_SAMEA10300	7	?	hypothetical protein	319
KL736_SAMEA10300	8	atr52	putative oligosaccharide transferase	195
KL736_SAMEA10300	9	?	hypothetical protein	366
KL736_SAMEA10300	10	wzx_KL68	flippase	475
KL736_SAMEA10300	11	rmlA	Glucose-1-phosphate thymidylyltransferase 2	288
KL736_SAMEA10300	12	rmlB	dTDP-glucose 4,6-dehydratase 2	357
KL736_SAMEA10300	13	galF	UDP-glucose pyrophosphorylase	298
KL736_SAMEA10300	14	?	hypothetical protein	105
KL737_SAMEA11150	0	?	hypothetical protein	104
KL737_SAMEA11150	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL737_SAMEA11150	2	ugd1	UDP-glucose 6-dehydrogenase	388
KL737_SAMEA11150	3	manB	phosphomannomutase	456
KL737_SAMEA11150	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	471
KL737_SAMEA11150	5	wcaJ5	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase	462
KL737_SAMEA11150	6	gtr128	putative glycosyltransferase	384
KL737_SAMEA11150	7	gtr429	putative glycosyltransferase	295
KL737_SAMEA11150	8	gtr428	glycosyltransferase	354
KL737_SAMEA11150	9	wzx_KL136	flippase	478
KL737_SAMEA11150	10	gtr427	putative glycosyltransferase	321
KL737_SAMEA11150	11	?	hypothetical protein	176
KL737_SAMEA11150	12	ghl61	hypothetical protein	322
KL737_SAMEA11150	13	wzy_KL166	repeat unit polymerase	409
KL737_SAMEA11150	14	?	hypothetical protein	269
KL737_SAMEA11150	15	gtr425	glycosyltransferase	362
KL737_SAMEA11150	16	wzc	tyrosine-protein kinase	714
KL737_SAMEA11150	17	wzb	protein tyrosine phosphatase	144
KL737_SAMEA11150	18	wza	putative capsule polysaccharide export protein	379
KL737_SAMEA11150	19	wzi	surface assembly of capsule	526
KL737_SAMEA11150	20	cpsACP	acid phosphatase homologue	209
KL737_SAMEA11150	21	galF	UDP-glucose pyrophosphorylase	296
KL737_SAMEA11150	22	?	hypothetical protein	63
KL739_SAMN289005	0	galF	UDP-glucose pyrophosphorylase	175
KL739_SAMN289005	1	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL739_SAMN289005	2	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL739_SAMN289005	3	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL739_SAMN289005	4	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL739_SAMN289005	5	?	hypothetical protein	324
KL739_SAMN289005	6	?	hypothetical protein	257
KL739_SAMN289005	7	?	hypothetical protein	359
KL739_SAMN289005	8	?	hypothetical protein	437
KL739_SAMN289005	9	?	hypothetical protein	293
KL739_SAMN289005	10	?	hypothetical protein	446
KL739_SAMN289005	11	?	hypothetical protein	320
KL739_SAMN289005	12	atr2	uncharacterized protein	204
KL739_SAMN289005	13	?	hypothetical protein	347
KL739_SAMN289005	14	?	hypothetical protein	328
KL739_SAMN289005	15	?	hypothetical protein	85
KL739_SAMN289005	16	wbaP44	undecaprenolphosphate hexose-1-P transferase	429
KL739_SAMN289005	17	gnd	gluconate-6-phosphate dehydrogenase	167
KL740_SAMEA85714	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL740_SAMEA85714	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL740_SAMEA85714	2	wbaP44	undecaprenolphosphate hexose-1-P transferase	476
KL740_SAMEA85714	3	?	hypothetical protein	477
KL740_SAMEA85714	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	479
KL740_SAMEA85714	5	gtr121	hypothetical protein	314
KL740_SAMEA85714	6	gtr331	glycosyl transferase family 1	353
KL740_SAMEA85714	7	?	hypothetical protein	149
KL740_SAMEA85714	8	?	hypothetical protein	178
KL740_SAMEA85714	9	?	hypothetical protein	63
KL740_SAMEA85714	10	?	hypothetical protein	40
KL740_SAMEA85714	11	?	hypothetical protein	333
KL740_SAMEA85714	12	?	hypothetical protein	430
KL740_SAMEA85714	13	?	hypothetical protein	299
KL740_SAMEA85714	14	?	hypothetical protein	437
KL740_SAMEA85714	15	?	hypothetical protein	359
KL740_SAMEA85714	16	?	hypothetical protein	257
KL740_SAMEA85714	17	?	hypothetical protein	324
KL740_SAMEA85714	18	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL740_SAMEA85714	19	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL740_SAMEA85714	20	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL740_SAMEA85714	21	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL740_SAMEA85714	22	galF	UDP-glucose pyrophosphorylase	340
KL740_SAMEA85714	23	?	hypothetical protein	106
KL741_SAMN027777	0	galF	UDP-glucose pyrophosphorylase	175
KL741_SAMN027777	1	rmlD	dTDP-4-dehydrorhamnose reductase	255
KL741_SAMN027777	2	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL741_SAMN027777	3	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL741_SAMN027777	4	?	hypothetical protein	330
KL741_SAMN027777	5	?	hypothetical protein	257
KL741_SAMN027777	6	?	hypothetical protein	359
KL741_SAMN027777	7	?	hypothetical protein	437
KL741_SAMN027777	8	?	hypothetical protein	299
KL741_SAMN027777	9	?	hypothetical protein	430
KL741_SAMN027777	10	?	hypothetical protein	333
KL741_SAMN027777	11	gtr331	glycosyl transferase family 1	353
KL741_SAMN027777	12	gtr121	hypothetical protein	314
KL741_SAMN027777	13	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	479
KL741_SAMN027777	14	?	hypothetical protein	477
KL741_SAMN027777	15	wbaP44	undecaprenolphosphate hexose-1-P transferase	476
KL741_SAMN027777	16	gnd	gluconate-6-phosphate dehydrogenase	167
KL743_SAMD005023	0	galF	UDP-glucose pyrophosphorylase	170
KL743_SAMD005023	1	?	hypothetical protein	314
KL743_SAMD005023	2	?	hypothetical protein	347
KL743_SAMD005023	3	?	hypothetical protein	186
KL743_SAMD005023	4	?	hypothetical protein	628
KL743_SAMD005023	5	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL743_SAMD005023	6	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL743_SAMD005023	7	rmlA	Glucose-1-phosphate thymidylyltransferase 2	293
KL743_SAMD005023	8	gtr389	glycosyltransferase	279
KL743_SAMD005023	9	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL743_SAMD005023	10	?	hypothetical protein	136
KL743_SAMD005023	11	?	hypothetical protein	369
KL743_SAMD005023	12	?	hypothetical protein	415
KL743_SAMD005023	13	?	hypothetical protein	304
KL743_SAMD005023	14	?	hypothetical protein	445
KL743_SAMD005023	15	gtr512	Glycosyl transferase family 2	286
KL743_SAMD005023	16	gnd	gluconate-6-phosphate dehydrogenase	167
KL744_SAMEA48465	0	galF	UDP-glucose pyrophosphorylase	172
KL744_SAMEA48465	1	rmlB	dTDP-glucose 4,6-dehydratase 2	360
KL744_SAMEA48465	2	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL744_SAMEA48465	3	rmlA	Glucose-1-phosphate thymidylyltransferase 2	293
KL744_SAMEA48465	4	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	185
KL744_SAMEA48465	5	?	hypothetical protein	374
KL744_SAMEA48465	6	atr52	putative oligosaccharide transferase	191
KL744_SAMEA48465	7	?	hypothetical protein	493
KL744_SAMEA48465	8	?	hypothetical protein	310
KL744_SAMEA48465	9	?	hypothetical protein	358
KL744_SAMEA48465	10	?	hypothetical protein	418
KL744_SAMEA48465	11	?	hypothetical protein	330
KL744_SAMEA48465	12	gtr293	Rhamnosyltransferase	255
KL744_SAMEA48465	13	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	473
KL744_SAMEA48465	14	manB	phosphomannomutase	459
KL744_SAMEA48465	15	gnd	gluconate-6-phosphate dehydrogenase	167
KL745_SAMN151482	0	ugd1	UDP-glucose 6-dehydrogenase	98
KL745_SAMN151482	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL745_SAMN151482	2	?	hypothetical protein	635
KL745_SAMN151482	3	?	hypothetical protein	391
KL745_SAMN151482	4	?	hypothetical protein	223
KL745_SAMN151482	5	?	hypothetical protein	322
KL745_SAMN151482	6	wbaP47	UDP-Gal::undecaprenolphosphate Gal-1-P transferase	200
KL745_SAMN151482	7	?	hypothetical protein	404
KL745_SAMN151482	8	?	hypothetical protein	376
KL745_SAMN151482	9	?	hypothetical protein	370
KL745_SAMN151482	10	?	hypothetical protein	344
KL745_SAMN151482	11	?	hypothetical protein	424
KL745_SAMN151482	12	?	hypothetical protein	407
KL745_SAMN151482	13	?	hypothetical protein	325
KL745_SAMN151482	14	?	hypothetical protein	332
KL745_SAMN151482	15	galF	UDP-glucose pyrophosphorylase	297
KL745_SAMN151482	16	?	hypothetical protein	108
KL746_SAMN027440	0	ugd1	UDP-glucose 6-dehydrogenase	89
KL746_SAMN027440	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL746_SAMN027440	2	wbaP4	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase	478
KL746_SAMN027440	3	glf	UDP-galactopyranose mutase	381
KL746_SAMN027440	4	gtr491	hypothetical protein	256
KL746_SAMN027440	5	gtr490	wcaN glycosyltransferase	325
KL746_SAMN027440	6	?	hypothetical protein	440
KL746_SAMN027440	7	?	hypothetical protein	319
KL746_SAMN027440	8	?	hypothetical protein	401
KL746_SAMN027440	9	neuB	acetylneuraminic acid synthetase	349
KL746_SAMN027440	10	?	hypothetical protein	512
KL746_SAMN027440	11	neuA	CMP-N-acetylneuraminic acid synthetase	236
KL746_SAMN027440	12	?	hypothetical protein	383
KL746_SAMN027440	13	?	hypothetical protein	332
KL746_SAMN027440	14	galF	UDP-glucose pyrophosphorylase	297
KL746_SAMN027440	15	?	hypothetical protein	115
KL747_SAMEA80668	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL747_SAMEA80668	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL747_SAMEA80668	2	wbaP44	undecaprenolphosphate hexose-1-P transferase	476
KL747_SAMEA80668	3	?	hypothetical protein	477
KL747_SAMEA80668	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	479
KL747_SAMEA80668	5	gtr121	hypothetical protein	314
KL747_SAMEA80668	6	gtr331	glycosyl transferase family 1	75
KL747_SAMEA80668	7	gtr331_2	glycosyl transferase family 1	236
KL747_SAMEA80668	8	?	hypothetical protein	333
KL747_SAMEA80668	9	?	hypothetical protein	427
KL747_SAMEA80668	10	?	hypothetical protein	343
KL747_SAMEA80668	11	?	hypothetical protein	274
KL747_SAMEA80668	12	?	hypothetical protein	437
KL747_SAMEA80668	13	?	hypothetical protein	359
KL747_SAMEA80668	14	?	hypothetical protein	257
KL747_SAMEA80668	15	?	hypothetical protein	324
KL747_SAMEA80668	16	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL747_SAMEA80668	17	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL747_SAMEA80668	18	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL747_SAMEA80668	19	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL747_SAMEA80668	20	galF	UDP-glucose pyrophosphorylase	131
KL747_SAMEA80668	21	galF_2	UDP-glucose pyrophosphorylase	203
KL747_SAMEA80668	22	?	hypothetical protein	106
KL748_SAMN176195	0	galF	UDP-glucose pyrophosphorylase	38
KL748_SAMN176195	1	galF_2	UDP-glucose pyrophosphorylase	131
KL748_SAMN176195	2	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL748_SAMN176195	3	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL748_SAMN176195	4	?	hypothetical protein	274
KL748_SAMN176195	5	?	hypothetical protein	257
KL748_SAMN176195	6	?	hypothetical protein	359
KL748_SAMN176195	7	?	hypothetical protein	437
KL748_SAMN176195	8	?	hypothetical protein	274
KL748_SAMN176195	9	?	hypothetical protein	343
KL748_SAMN176195	10	?	hypothetical protein	427
KL748_SAMN176195	11	?	hypothetical protein	333
KL748_SAMN176195	12	gtr331	glycosyl transferase family 1	353
KL748_SAMN176195	13	gtr121	hypothetical protein	314
KL748_SAMN176195	14	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	479
KL748_SAMN176195	15	?	hypothetical protein	477
KL748_SAMN176195	16	wbaP44	undecaprenolphosphate hexose-1-P transferase	476
KL748_SAMN176195	17	gnd	gluconate-6-phosphate dehydrogenase	167
KL749_SAMEA15704	0	ugd1	UDP-glucose 6-dehydrogenase	91
KL749_SAMEA15704	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL749_SAMEA15704	2	manB	phosphomannomutase	456
KL749_SAMEA15704	3	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	475
KL749_SAMEA15704	4	?	hypothetical protein	369
KL749_SAMEA15704	5	gtr504	group 1 glycosyl transferase	351
KL749_SAMEA15704	6	?	hypothetical protein	424
KL749_SAMEA15704	7	?	hypothetical protein	297
KL749_SAMEA15704	8	?	hypothetical protein	485
KL749_SAMEA15704	9	?	hypothetical protein	274
KL749_SAMEA15704	10	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	186
KL749_SAMEA15704	11	rmlA	Glucose-1-phosphate thymidylyltransferase 2	291
KL749_SAMEA15704	12	rmlB	dTDP-glucose 4,6-dehydratase 2	360
KL749_SAMEA15704	13	atr30	hypothetical protein	194
KL749_SAMEA15704	14	atr9	Streptogramin A acetyltransferase	197
KL749_SAMEA15704	15	galF	UDP-glucose pyrophosphorylase	297
KL749_SAMEA15704	16	?	hypothetical protein	105
KL750_SAMEA74571	0	ugd1	UDP-glucose 6-dehydrogenase	82
KL750_SAMEA74571	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL750_SAMEA74571	2	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	183
KL750_SAMEA74571	3	glt2	putative polysaccharide synthesis protein	300
KL750_SAMEA74571	4	?	hypothetical protein	340
KL750_SAMEA74571	5	?	hypothetical protein	415
KL750_SAMEA74571	6	gtr468	rhamnosyltransferase	288
KL750_SAMEA74571	7	?	hypothetical protein	262
KL750_SAMEA74571	8	?	hypothetical protein	205
KL750_SAMEA74571	9	gtr409	glycosyltransferase	270
KL750_SAMEA74571	10	?	hypothetical protein	272
KL750_SAMEA74571	11	?	hypothetical protein	351
KL750_SAMEA74571	12	rmlA	Glucose-1-phosphate thymidylyltransferase 2	291
KL750_SAMEA74571	13	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL750_SAMEA74571	14	rmlB	dTDP-glucose 4,6-dehydratase 2	360
KL750_SAMEA74571	15	galF	UDP-glucose pyrophosphorylase	298
KL750_SAMEA74571	16	?	hypothetical protein	105
KL751_SAMN277432	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL751_SAMN277432	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL751_SAMN277432	2	wbaP44	undecaprenolphosphate hexose-1-P transferase	476
KL751_SAMN277432	3	?	hypothetical protein	478
KL751_SAMN277432	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	275
KL751_SAMN277432	5	manC_2	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	155
KL751_SAMN277432	6	gtr128	putative glycosyltransferase	385
KL751_SAMN277432	7	gtr280	second mannosyl transferase	336
KL751_SAMN277432	8	?	hypothetical protein	399
KL751_SAMN277432	9	?	hypothetical protein	347
KL751_SAMN277432	10	atr2	uncharacterized protein	204
KL751_SAMN277432	11	?	hypothetical protein	320
KL751_SAMN277432	12	?	hypothetical protein	446
KL751_SAMN277432	13	?	hypothetical protein	293
KL751_SAMN277432	14	?	hypothetical protein	437
KL751_SAMN277432	15	?	hypothetical protein	359
KL751_SAMN277432	16	?	hypothetical protein	257
KL751_SAMN277432	17	?	hypothetical protein	324
KL751_SAMN277432	18	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL751_SAMN277432	19	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL751_SAMN277432	20	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL751_SAMN277432	21	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL751_SAMN277432	22	galF	UDP-glucose pyrophosphorylase	297
KL751_SAMN277432	23	?	hypothetical protein	106
KL752_SAMN114175	0	ugd1	UDP-glucose 6-dehydrogenase	88
KL752_SAMN114175	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL752_SAMN114175	2	wbaP44	undecaprenolphosphate hexose-1-P transferase	476
KL752_SAMN114175	3	?	hypothetical protein	478
KL752_SAMN114175	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	465
KL752_SAMN114175	5	gtr128	putative glycosyltransferase	385
KL752_SAMN114175	6	gtr280	second mannosyl transferase	336
KL752_SAMN114175	7	?	hypothetical protein	378
KL752_SAMN114175	8	?	hypothetical protein	347
KL752_SAMN114175	9	atr2	uncharacterized protein	204
KL752_SAMN114175	10	?	hypothetical protein	320
KL752_SAMN114175	11	?	hypothetical protein	446
KL752_SAMN114175	12	?	hypothetical protein	290
KL752_SAMN114175	13	?	hypothetical protein	437
KL752_SAMN114175	14	?	hypothetical protein	359
KL752_SAMN114175	15	?	hypothetical protein	257
KL752_SAMN114175	16	?	hypothetical protein	324
KL752_SAMN114175	17	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL752_SAMN114175	18	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL752_SAMN114175	19	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL752_SAMN114175	20	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL752_SAMN114175	21	galF	UDP-glucose pyrophosphorylase	340
KL752_SAMN114175	22	?	hypothetical protein	106
KL753_SAMEA75893	0	ugd1	UDP-glucose 6-dehydrogenase	84
KL753_SAMEA75893	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL753_SAMEA75893	2	?	hypothetical protein	510
KL753_SAMEA75893	3	manB	phosphomannomutase	456
KL753_SAMEA75893	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	474
KL753_SAMEA75893	5	?	hypothetical protein	257
KL753_SAMEA75893	6	gtr616	glycosyltransferase,UDP-D-galactose:(glucosyl)li popolysaccharide-1,6-D-galactosyltransferase,sugar transferase, PEP-CTERM/EpsH1 system associated,Glycosyl transferases group 1	362
KL753_SAMEA75893	7	wzy_KL131	O-antigen and lipid-linked capsular repeat unit polymerase	357
KL753_SAMEA75893	8	?	hypothetical protein	367
KL753_SAMEA75893	9	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	183
KL753_SAMEA75893	10	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL753_SAMEA75893	11	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL753_SAMEA75893	12	rmlB	dTDP-glucose 4,6-dehydratase 2	384
KL753_SAMEA75893	13	galF	UDP-glucose pyrophosphorylase	297
KL753_SAMEA75893	14	?	hypothetical protein	107
KL754_SAMN181910	0	galF	UDP-glucose pyrophosphorylase	166
KL754_SAMN181910	1	?	hypothetical protein	369
KL754_SAMN181910	2	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL754_SAMN181910	3	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL754_SAMN181910	4	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL754_SAMN181910	5	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	180
KL754_SAMN181910	6	wzx_KL131	flippase	417
KL754_SAMN181910	7	?	hypothetical protein	384
KL754_SAMN181910	8	?	hypothetical protein	356
KL754_SAMN181910	9	gtr302	glycosyl transferase	242
KL754_SAMN181910	10	gtr70	Glycogen synthase	377
KL754_SAMN181910	11	?	hypothetical protein	203
KL754_SAMN181910	12	?	hypothetical protein	100
KL754_SAMN181910	13	gtr80	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	372
KL754_SAMN181910	14	?	hypothetical protein	196
KL754_SAMN181910	15	?	hypothetical protein	135
KL754_SAMN181910	16	gnd	gluconate-6-phosphate dehydrogenase	167
KL755_SAMN151485	0	ugd1	UDP-glucose 6-dehydrogenase	98
KL755_SAMN151485	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL755_SAMN151485	2	?	hypothetical protein	52
KL755_SAMN151485	3	?	hypothetical protein	104
KL755_SAMN151485	4	?	hypothetical protein	74
KL755_SAMN151485	5	?	hypothetical protein	231
KL755_SAMN151485	6	?	hypothetical protein	473
KL755_SAMN151485	7	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	468
KL755_SAMN151485	8	gmm	GDP-mannose mannosyl hydrolase	160
KL755_SAMN151485	9	fcl	GDP-fucose synthetase	326
KL755_SAMN151485	10	gmd	GDP-D-mannose dehydratase	368
KL755_SAMN151485	11	?	hypothetical protein	393
KL755_SAMN151485	12	?	hypothetical protein	268
KL755_SAMN151485	13	?	hypothetical protein	422
KL755_SAMN151485	14	?	hypothetical protein	381
KL755_SAMN151485	15	?	hypothetical protein	308
KL755_SAMN151485	16	atr30	hypothetical protein	209
KL755_SAMN151485	17	?	hypothetical protein	332
KL755_SAMN151485	18	atr52	putative oligosaccharide transferase	191
KL755_SAMN151485	19	?	hypothetical protein	369
KL755_SAMN151485	20	wzx_KL119	flippase	476
KL755_SAMN151485	21	rmlA	Glucose-1-phosphate thymidylyltransferase 2	291
KL755_SAMN151485	22	rmlB	dTDP-glucose 4,6-dehydratase 2	358
KL755_SAMN151485	23	galF	UDP-glucose pyrophosphorylase	297
KL755_SAMN151485	24	ghl76	wcaM putative colanic acid biosynthesis protein	108
KL756_SAMN125999	0	?	hypothetical protein	140
KL756_SAMN125999	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL756_SAMN125999	2	manB	phosphomannomutase	456
KL756_SAMN125999	3	gtr120	hypothetical protein	247
KL756_SAMN125999	4	manC	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	475
KL756_SAMN125999	5	fcl	GDP-fucose synthetase	320
KL756_SAMN125999	6	gmd	GDP-D-mannose dehydratase	372
KL756_SAMN125999	7	gtr553	D-inositol 3-phosphate glycosyltransferase	349
KL756_SAMN125999	8	?	hypothetical protein	403
KL756_SAMN125999	9	?	hypothetical protein	356
KL756_SAMN125999	10	atr52	putative oligosaccharide transferase	173
KL756_SAMN125999	11	gtr25	Putative glycosyltransferase EpsE	247
KL756_SAMN125999	12	?	hypothetical protein	439
KL756_SAMN125999	13	galF	UDP-glucose pyrophosphorylase	297
KL756_SAMN125999	14	?	hypothetical protein	104
KL757_SAMEA12109	0	galF	UDP-glucose pyrophosphorylase	172
KL757_SAMEA12109	1	?	hypothetical protein	314
KL757_SAMEA12109	2	?	hypothetical protein	347
KL757_SAMEA12109	3	?	hypothetical protein	188
KL757_SAMEA12109	4	?	hypothetical protein	628
KL757_SAMEA12109	5	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL757_SAMEA12109	6	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL757_SAMEA12109	7	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL757_SAMEA12109	8	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	182
KL757_SAMEA12109	9	wzx_KL178	flippase	406
KL757_SAMEA12109	10	?	hypothetical protein	388
KL757_SAMEA12109	11	gtr124	polysaccharide biosynthesis protein	361
KL757_SAMEA12109	12	gtr349	rhamnosyl transferase	289
KL757_SAMEA12109	13	gtr420	glycosyltransferase	370
KL757_SAMEA12109	14	gnd	gluconate-6-phosphate dehydrogenase	167
KL758_SAMN120250	0	ugd1	UDP-glucose 6-dehydrogenase	87
KL758_SAMN120250	1	gnd	gluconate-6-phosphate dehydrogenase	468
KL758_SAMN120250	2	?	hypothetical protein	542
KL758_SAMN120250	3	gtr538	glycosyltransferase	389
KL758_SAMN120250	4	gtr269	rhamnosyl transferase	305
KL758_SAMN120250	5	?	hypothetical protein	329
KL758_SAMN120250	6	?	hypothetical protein	355
KL758_SAMN120250	7	?	hypothetical protein	375
KL758_SAMN120250	8	?	hypothetical protein	427
KL758_SAMN120250	9	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	177
KL758_SAMN120250	10	rmlA	Glucose-1-phosphate thymidylyltransferase 2	292
KL758_SAMN120250	11	rmlD	dTDP-4-dehydrorhamnose reductase	299
KL758_SAMN120250	12	rmlB	dTDP-glucose 4,6-dehydratase 2	361
KL758_SAMN120250	13	galF	UDP-glucose pyrophosphorylase	297
KL758_SAMN120250	14	?	hypothetical protein	115
KL759_SAMEA34808	0	galF	UDP-glucose pyrophosphorylase	178
KL759_SAMEA34808	1	rmlB	dTDP-glucose 4,6-dehydratase 2	360
KL759_SAMEA34808	2	?	hypothetical protein	314
KL759_SAMEA34808	3	?	hypothetical protein	344
KL759_SAMEA34808	4	?	hypothetical protein	186
KL759_SAMEA34808	5	?	hypothetical protein	628
KL759_SAMEA34808	6	rmlC	dTDP-4-dehydrorhamnose 3,5-epimerase	179
KL759_SAMEA34808	7	?	hypothetical protein	272
KL759_SAMEA34808	8	?	hypothetical protein	419
